generation,id,fitness,species,parent1,parent2,num_nodes,num_connections,num_enabled_connections,num_disabled_connections
0,1,52.36425492371701,1,-1,-1,2,12,12,0
0,2,61.741748972102826,2,-1,-1,2,12,12,0
0,3,31.864604157896643,3,-1,-1,2,12,12,0
0,4,30.276698732382464,3,-1,-1,2,12,12,0
0,5,33.89359631499736,2,-1,-1,2,12,12,0
0,6,67.44839105317614,2,-1,-1,2,12,12,0
0,7,76.78286707146361,2,-1,-1,2,12,12,0
0,8,35.97378928004869,3,-1,-1,2,12,12,0
0,9,31.864809046119888,3,-1,-1,2,12,12,0
0,10,32.00373982371879,3,-1,-1,2,12,12,0
0,11,58.109808674340776,2,-1,-1,2,12,12,0
0,12,60.918767838955276,2,-1,-1,2,12,12,0
0,13,35.49529009974175,3,-1,-1,2,12,12,0
0,14,31.12366833484823,1,-1,-1,2,12,12,0
0,15,99.40597539279072,3,-1,-1,2,12,12,0
0,16,53.40157700202801,4,-1,-1,2,12,12,0
0,17,81.33392471208455,2,-1,-1,2,12,12,0
0,18,84.32787193184261,3,-1,-1,2,12,12,0
0,19,57.967726181015664,3,-1,-1,2,12,12,0
0,20,30.277023364932063,3,-1,-1,2,12,12,0
0,21,32.060019263384355,3,-1,-1,2,12,12,0
0,22,30.282107210711853,1,-1,-1,2,12,12,0
0,23,78.70721324648392,2,-1,-1,2,12,12,0
0,24,67.41189914007947,2,-1,-1,2,12,12,0
0,25,92.49470371643288,3,-1,-1,2,12,12,0
0,26,59.93679944045696,3,-1,-1,2,12,12,0
0,27,31.24362657551979,5,-1,-1,2,12,12,0
0,28,34.966525760671885,2,-1,-1,2,12,12,0
0,29,31.86525800996868,6,-1,-1,2,12,12,0
0,30,31.112834420748335,1,-1,-1,2,12,12,0
0,31,35.60211044949456,3,-1,-1,2,12,12,0
0,32,36.74745032211476,3,-1,-1,2,12,12,0
0,33,73.28443032585702,2,-1,-1,2,12,12,0
0,34,31.864433116315702,2,-1,-1,2,12,12,0
0,35,31.925316806586004,1,-1,-1,2,12,12,0
0,36,33.734137802669004,3,-1,-1,2,12,12,0
